编码1,编码2,相似度
社会整体内卷风气,任务完成不确定性,0.5740
社会整体内卷风气,竞争性社会环境压力,0.7101
社会整体内卷风气,权威人物的价值观内化,0.6289
社会整体内卷风气,努力与疲惫的内在冲突,0.6338
社会整体内卷风气,社会整体奋进氛围的压力,0.7589
社会整体内卷风气,外部高期望的内化,0.7141
社会整体内卷风气,未来不确定性驱动的过度准备,0.5024
社会整体内卷风气,多重压力叠加,0.6181
社会整体内卷风气,竞争压力感知,0.6339
社会整体内卷风气,应试教育内化的竞争焦虑,0.6064
社会整体内卷风气,就业压力驱动的群体比较,0.6222
社会整体内卷风气,经济独立紧迫感,0.6126
社会整体内卷风气,同辈学业成就压力,0.6084
社会整体内卷风气,教育灌输的效率至上观念,0.5907
社会整体内卷风气,现实压力驱动的自我规训,0.6344
社会整体内卷风气,自我定位模糊,0.5709
社会整体内卷风气,就业导向的教育压力,0.6156
社会整体内卷风气,被动卷入竞争环境,0.7995
社会整体内卷风气,同伴成就引发的自我贬抑,0.6082
社会整体内卷风气,高学业成就期待,0.6419
社会整体内卷风气,未完成重要事务的自我责备,0.5577
社会整体内卷风气,观察他人努力引发的相对懈怠感,0.6397
社会整体内卷风气,竞争性评价体系压力,0.6082
社会整体内卷风气,争强好胜的个性倾向,0.6608
社会整体内卷风气,竞争劣势引发的焦虑投射,0.5822
社会整体内卷风气,过度关注外部评价,0.6792
社会整体内卷风气,学业进度压力,0.6337
社会整体内卷风气,同伴内卷氛围引发的归因偏差,0.7523
社会整体内卷风气,他人成就压力,0.5988
社会整体内卷风气,思维反刍倾向,0.6128
社会整体内卷风气,社会竞争环境强化,0.8446
社会整体内卷风气,内在价值冲突,0.6645
社会整体内卷风气,同辈竞争压力加剧,0.6469
社会整体内卷风气,同伴学习行为引发的焦虑,0.5435
社会整体内卷风气,成功焦虑驱动的自我监控,0.5319
社会整体内卷风气,生存压力加剧,0.6155
社会整体内卷风气,休闲活动的时间消耗感,0.6068
社会整体内卷风气,社会竞争氛围内化,0.8746
社会整体内卷风气,填鸭式教育经历,0.5816
社会整体内卷风气,社会比较压力,0.6695
社会整体内卷风气,效率至上价值观,0.5607
社会整体内卷风气,对落后于他人的担忧,0.5983
社会整体内卷风气,自我价值绑定于持续产出,0.5230
社会整体内卷风气,自我施加的完美主义倾向,0.6349
社会整体内卷风气,同辈竞争性参照,0.7213
社会整体内卷风气,自我提升的迫切需求,0.5739
社会整体内卷风气,同伴行为带来的隐性压力,0.6496
社会整体内卷风气,家庭成就期待压力,0.5525
社会整体内卷风气,成就导向驱动的自我要求,0.5954
社会整体内卷风气,内卷环境下的行为惯性,0.8487
社会整体内卷风气,工作压力引发的休息冲突,0.6231
社会整体内卷风气,学业成绩导向的教育氛围,0.6770
社会整体内卷风气,内卷环境与休息渴望的冲突,0.8024
社会整体内卷风气,群体性内卷压力,0.8653
社会整体内卷风气,担忧被他人超越,0.6206
社会整体内卷风气,卷躺两难困境,0.7381
社会整体内卷风气,能力与期望不匹配,0.6030
社会整体内卷风气,自我行为不一致引发的内疚,0.6071
社会整体内卷风气,未完成应尽责任引发的自我谴责,0.5432
社会整体内卷风气,他人成就引发的不利自我对照,0.5646
社会整体内卷风气,学业压力驱动的休息否定,0.6594
社会整体内卷风气,竞争环境下的休息污名化,0.6464
社会整体内卷风气,功利主义价值观对休息的贬低,0.5536
社会整体内卷风气,同辈行为参照引发的自我审视,0.5884
社会整体内卷风气,休息价值感缺失,0.5989
社会整体内卷风气,成绩导向的社会评价,0.6837
社会整体内卷风气,内外压力叠加,0.7032
社会整体内卷风气,早期高压教育灌输,0.6295
社会整体内卷风气,同辈竞争驱动的自我压榨,0.7349
社会整体内卷风气,对成绩与生活的焦虑,0.5956
社会整体内卷风气,社会竞争压力内化,0.7134
社会整体内卷风气,应试教育惯性,0.6123
社会整体内卷风气,恐惧被他人超越,0.5382
社会整体内卷风气,遵从努力型社会规范的压力,0.6758
社会整体内卷风气,目标模糊引发的自我苛责,0.5622
社会整体内卷风气,优绩主义文化压力,0.6706
社会整体内卷风气,传统家庭教育规训,0.6622
社会整体内卷风气,社会大众心理氛围,0.7413
社会整体内卷风气,同辈竞争焦虑,0.6158
社会整体内卷风气,社会功利文化压力,0.7016
社会整体内卷风气,自我价值绑定于生产力,0.5841
社会整体内卷风气,错失恐惧驱动,0.5137
社会整体内卷风气,学习效率低下引发的自我责备,0.6123
社会整体内卷风气,重要他人高期待压力,0.5428
社会整体内卷风气,亲密关系中的能力落差感,0.5371
社会整体内卷风气,教育环境内卷氛围,0.8533
社会整体内卷风气,未来方向不确定性,0.6015
社会整体内卷风气,环境竞争压力,0.6955
社会整体内卷风气,情绪调节困难,0.5807
社会整体内卷风气,社会对高效产出的推崇,0.6869
社会整体内卷风气,忙碌脱离不适感,0.6341
社会整体内卷风气,未来方向不明引发的休息焦虑,0.5471
社会整体内卷风气,自我努力不足感,0.6022
社会整体内卷风气,过度焦虑倾向,0.5985
社会整体内卷风气,他人比较引发的心理失衡,0.5899
社会整体内卷风气,忙碌即价值的社会观念,0.6794
社会整体内卷风气,害怕落后的焦虑,0.5438
社会整体内卷风气,对休息即浪费时间的自我苛责,0.6071
社会整体内卷风气,教育环境传递的功利价值观,0.5624
社会整体内卷风气,勤奋崇拜文化,0.6568
社会整体内卷风气,同辈努力感知压力,0.6378
社会整体内卷风气,竞争性社会氛围感知,0.6960
社会整体内卷风气,多重结构性压力叠加,0.6618
社会整体内卷风气,就业竞争压力,0.6583
社会整体内卷风气,应试教育导向下的时间紧迫感,0.5934
社会整体内卷风气,高竞争环境下的不敢松懈心理,0.8075
社会整体内卷风气,表面努力的压力,0.6638
早期习惯内化,高压环境下的自动化思维,0.6608
早期习惯内化,社会结构驱动的内卷压力,0.5729
早期习惯内化,过高的自我要求,0.6607
早期习惯内化,环境压力过大,0.6760
早期习惯内化,成就导向的自我价值绑定,0.6202
早期习惯内化,外部认可依赖,0.7654
早期习惯内化,未达自我努力标准,0.7117
早期习惯内化,焦虑敏感的个体特质,0.6462
早期习惯内化,高压竞争的社会环境,0.7584
早期习惯内化,应试教育塑造的行为惯性,0.6699
早期习惯内化,过高自我目标设定,0.6144
早期习惯内化,自我效能感不足,0.7409
早期习惯内化,过度关注他人状态,0.6790
早期习惯内化,自我敏感性过高,0.6108
早期习惯内化,未来目标模糊,0.6386
早期习惯内化,奋斗文化内化,0.6921
早期习惯内化,奋斗价值观的文化传承,0.5944
早期习惯内化,群体压力氛围,0.6671
早期习惯内化,自我效能怀疑,0.5679
早期习惯内化,社会生活节奏压迫感,0.6357
早期习惯内化,高自我学业标准,0.6888
早期习惯内化,升学目标驱动压力,0.6036
早期习惯内化,学业压力内化,0.7022
早期习惯内化,休息引发焦虑反应,0.6805
早期习惯内化,早期价值观内化,0.8742
早期习惯内化,同辈压力驱动的自我监控,0.6398
早期习惯内化,理想自我与现实行为的落差,0.6303
早期习惯内化,自动化负面思维模式,0.7080
早期习惯内化,社会攀比压力,0.6885
早期习惯内化,弥漫性焦虑氛围,0.6091
早期习惯内化,亲密关系中的价值评判,0.5823
早期习惯内化,家庭权威的期望压力,0.5349
早期习惯内化,教育者传递的绩效焦虑,0.5168
早期习惯内化,高压教养模式,0.5984
早期习惯内化,成就导向型人格特质,0.6175
早期习惯内化,目标紧迫性感知,0.5666
早期习惯内化,计划秩序破坏敏感,0.5595
早期习惯内化,效率至上信念,0.5962
早期习惯内化,竞争压力下的自我不足感,0.5888
早期习惯内化,外部比较压力,0.6225
早期习惯内化,内在认知偏差,0.8089
早期习惯内化,职场与校园文化规训,0.6644
早期习惯内化,同辈压力驱动的休息不适,0.7144
早期习惯内化,好胜性格引发的自我苛责,0.6276
早期习惯内化,技术加速带来的紧迫感,0.5936
早期习惯内化,对未来不确定性的焦虑,0.5740
早期习惯内化,生存与生活压力的内化,0.6327
早期习惯内化,他人评价的过度关注,0.6732
早期习惯内化,幸福观的绩效化倾向,0.5836
早期习惯内化,多源压力驱动的应然自我期待,0.6132
早期习惯内化,自我设定目标未达成引发的内疚,0.5934
早期习惯内化,代际劳动榜样内化,0.6608
早期习惯内化,社会推崇进取文化,0.7672
早期习惯内化,个人要强性格,0.6186
早期习惯内化,高自我要求与完美主义倾向,0.7128
早期习惯内化,时间经济化观念,0.6353
早期习惯内化,勤劳美德内化,0.6880
早期习惯内化,制度性过劳常态化,0.6236
早期习惯内化,社会成功话语对休息的污名化,0.6321
早期习惯内化,教育环境强调持续学习,0.6240
早期习惯内化,社会内卷氛围压力,0.7116
早期习惯内化,高压环境下的休息无效感,0.6445
早期习惯内化,同辈竞争引发的休息愧疚,0.6574
早期习惯内化,就业压力,0.6020
早期习惯内化,时间管理失当,0.6665
早期习惯内化,广泛性焦虑倾向,0.5664
早期习惯内化,内卷环境引发的竞争压力,0.6195
早期习惯内化,就业市场焦虑,0.5965
早期习惯内化,休息等同于生命浪费,0.6655
早期习惯内化,对未完成任务的恐惧,0.5700
早期习惯内化,对目标的矛盾心理,0.7521
早期习惯内化,未完成任务的压力,0.5801
早期习惯内化,群体学习氛围的压迫感,0.6485
早期习惯内化,就业前景焦虑,0.7176
早期习惯内化,前途不确定性忧虑,0.6110
早期习惯内化,家长期望负担,0.5960
早期习惯内化,他人审视恐惧,0.6413
早期习惯内化,内在成就驱力,0.7145
早期习惯内化,未遵循个人休息计划,0.7000
早期习惯内化,资源稀缺引发的生存焦虑,0.6582
早期习惯内化,感知他人努力压力,0.6244
早期习惯内化,自我高标准要求,0.6381
早期习惯内化,不切实际的任务目标,0.5988
早期习惯内化,高强度学业竞争感知,0.6318
早期习惯内化,自我设定的高成就标准,0.7309
早期习惯内化,对未来后果的灾难化预期,0.5201
早期习惯内化,时间紧迫感,0.5562
早期习惯内化,内在自我驱策,0.7354
早期习惯内化,任务完成不确定性,0.6622
早期习惯内化,竞争性社会环境压力,0.7068
早期习惯内化,权威人物的价值观内化,0.7486
早期习惯内化,努力与疲惫的内在冲突,0.6683
早期习惯内化,社会整体奋进氛围的压力,0.7170
早期习惯内化,外部高期望的内化,0.7657
早期习惯内化,未来不确定性驱动的过度准备,0.5955
早期习惯内化,多重压力叠加,0.6712
早期习惯内化,竞争压力感知,0.6173
早期习惯内化,应试教育内化的竞争焦虑,0.6369
早期习惯内化,就业压力驱动的群体比较,0.5476
早期习惯内化,经济独立紧迫感,0.6127
早期习惯内化,同辈学业成就压力,0.5883
早期习惯内化,教育灌输的效率至上观念,0.6742
早期习惯内化,现实压力驱动的自我规训,0.6540
早期习惯内化,自我定位模糊,0.6994
早期习惯内化,就业导向的教育压力,0.5533
早期习惯内化,被动卷入竞争环境,0.6187
早期习惯内化,同伴成就引发的自我贬抑,0.6811
早期习惯内化,高学业成就期待,0.7308
早期习惯内化,未完成重要事务的自我责备,0.6465
早期习惯内化,观察他人努力引发的相对懈怠感,0.6859
早期习惯内化,竞争性评价体系压力,0.4982
早期习惯内化,争强好胜的个性倾向,0.7532
早期习惯内化,竞争劣势引发的焦虑投射,0.6031
早期习惯内化,过度关注外部评价,0.7365
早期习惯内化,学业进度压力,0.6941
早期习惯内化,同伴内卷氛围引发的归因偏差,0.6265
早期习惯内化,他人成就压力,0.5914
早期习惯内化,思维反刍倾向,0.7077
早期习惯内化,社会竞争环境强化,0.7028
早期习惯内化,内在价值冲突,0.7486
早期习惯内化,同辈竞争压力加剧,0.6373
早期习惯内化,同伴学习行为引发的焦虑,0.5979
早期习惯内化,成功焦虑驱动的自我监控,0.6187
早期习惯内化,生存压力加剧,0.5444
早期习惯内化,休闲活动的时间消耗感,0.6133
早期习惯内化,社会竞争氛围内化,0.6842
早期习惯内化,填鸭式教育经历,0.6659
早期习惯内化,社会比较压力,0.6631
早期习惯内化,效率至上价值观,0.5711
早期习惯内化,对落后于他人的担忧,0.6335
早期习惯内化,自我价值绑定于持续产出,0.5395
早期习惯内化,自我施加的完美主义倾向,0.6940
早期习惯内化,同辈竞争性参照,0.6416
早期习惯内化,自我提升的迫切需求,0.6641
早期习惯内化,同伴行为带来的隐性压力,0.6667
早期习惯内化,家庭成就期待压力,0.5476
早期习惯内化,成就导向驱动的自我要求,0.6729
早期习惯内化,内卷环境下的行为惯性,0.7091
早期习惯内化,工作压力引发的休息冲突,0.6285
早期习惯内化,学业成绩导向的教育氛围,0.7535
早期习惯内化,内卷环境与休息渴望的冲突,0.6688
早期习惯内化,群体性内卷压力,0.6259
早期习惯内化,担忧被他人超越,0.6952
早期习惯内化,卷躺两难困境,0.5575
早期习惯内化,能力与期望不匹配,0.6801
早期习惯内化,自我行为不一致引发的内疚,0.7174
早期习惯内化,未完成应尽责任引发的自我谴责,0.6373
早期习惯内化,他人成就引发的不利自我对照,0.6386
早期习惯内化,学业压力驱动的休息否定,0.7157
早期习惯内化,竞争环境下的休息污名化,0.6725
早期习惯内化,功利主义价值观对休息的贬低,0.6028
早期习惯内化,同辈行为参照引发的自我审视,0.6869
早期习惯内化,休息价值感缺失,0.7289
早期习惯内化,成绩导向的社会评价,0.6785
早期习惯内化,内外压力叠加,0.7094
早期习惯内化,早期高压教育灌输,0.8035
早期习惯内化,同辈竞争驱动的自我压榨,0.5658
早期习惯内化,对成绩与生活的焦虑,0.6377
早期习惯内化,社会竞争压力内化,0.7076
早期习惯内化,应试教育惯性,0.6432
早期习惯内化,恐惧被他人超越,0.5877
早期习惯内化,遵从努力型社会规范的压力,0.6527
早期习惯内化,目标模糊引发的自我苛责,0.6050
早期习惯内化,优绩主义文化压力,0.6215
早期习惯内化,传统家庭教育规训,0.7749
早期习惯内化,社会大众心理氛围,0.7002
早期习惯内化,同辈竞争焦虑,0.6420
早期习惯内化,社会功利文化压力,0.6664
早期习惯内化,自我价值绑定于生产力,0.5976
早期习惯内化,错失恐惧驱动,0.6381
早期习惯内化,学习效率低下引发的自我责备,0.6943
早期习惯内化,重要他人高期待压力,0.5733
早期习惯内化,亲密关系中的能力落差感,0.6098
早期习惯内化,教育环境内卷氛围,0.7034
早期习惯内化,未来方向不确定性,0.7044
早期习惯内化,环境竞争压力,0.6699
早期习惯内化,情绪调节困难,0.6401
早期习惯内化,社会对高效产出的推崇,0.6005
早期习惯内化,忙碌脱离不适感,0.6747
早期习惯内化,未来方向不明引发的休息焦虑,0.6573
早期习惯内化,自我努力不足感,0.6676
早期习惯内化,过度焦虑倾向,0.6995
早期习惯内化,他人比较引发的心理失衡,0.6826
早期习惯内化,忙碌即价值的社会观念,0.6112
早期习惯内化,害怕落后的焦虑,0.6330
早期习惯内化,对休息即浪费时间的自我苛责,0.7261
早期习惯内化,教育环境传递的功利价值观,0.5898
早期习惯内化,勤奋崇拜文化,0.6230
早期习惯内化,同辈努力感知压力,0.6247
早期习惯内化,竞争性社会氛围感知,0.6337
早期习惯内化,多重结构性压力叠加,0.6652
早期习惯内化,就业竞争压力,0.6757
早期习惯内化,应试教育导向下的时间紧迫感,0.5717
早期习惯内化,高竞争环境下的不敢松懈心理,0.6694
早期习惯内化,表面努力的压力,0.5875
高压环境下的自动化思维,社会结构驱动的内卷压力,0.5863
高压环境下的自动化思维,过高的自我要求,0.6526
高压环境下的自动化思维,环境压力过大,0.7055
高压环境下的自动化思维,成就导向的自我价值绑定,0.5577
高压环境下的自动化思维,外部认可依赖,0.5971
高压环境下的自动化思维,未达自我努力标准,0.6140
高压环境下的自动化思维,焦虑敏感的个体特质,0.5912
高压环境下的自动化思维,高压竞争的社会环境,0.7311
高压环境下的自动化思维,应试教育塑造的行为惯性,0.6383
高压环境下的自动化思维,过高自我目标设定,0.6330
高压环境下的自动化思维,自我效能感不足,0.5996
高压环境下的自动化思维,过度关注他人状态,0.6231
高压环境下的自动化思维,自我敏感性过高,0.6037
高压环境下的自动化思维,未来目标模糊,0.5607
高压环境下的自动化思维,奋斗文化内化,0.5640
高压环境下的自动化思维,奋斗价值观的文化传承,0.5285
高压环境下的自动化思维,群体压力氛围,0.7107
高压环境下的自动化思维,自我效能怀疑,0.5337
高压环境下的自动化思维,社会生活节奏压迫感,0.6392
高压环境下的自动化思维,高自我学业标准,0.6617
高压环境下的自动化思维,升学目标驱动压力,0.6741
高压环境下的自动化思维,学业压力内化,0.7020
高压环境下的自动化思维,休息引发焦虑反应,0.6104
高压环境下的自动化思维,早期价值观内化,0.6369
高压环境下的自动化思维,同辈压力驱动的自我监控,0.6658
高压环境下的自动化思维,理想自我与现实行为的落差,0.5914
高压环境下的自动化思维,自动化负面思维模式,0.7513
高压环境下的自动化思维,社会攀比压力,0.6437
高压环境下的自动化思维,弥漫性焦虑氛围,0.6104
高压环境下的自动化思维,亲密关系中的价值评判,0.4945
高压环境下的自动化思维,家庭权威的期望压力,0.5451
高压环境下的自动化思维,教育者传递的绩效焦虑,0.5296
高压环境下的自动化思维,高压教养模式,0.6745
高压环境下的自动化思维,成就导向型人格特质,0.5595
高压环境下的自动化思维,目标紧迫性感知,0.5814
高压环境下的自动化思维,计划秩序破坏敏感,0.5297
高压环境下的自动化思维,效率至上信念,0.5779
高压环境下的自动化思维,竞争压力下的自我不足感,0.6358
高压环境下的自动化思维,外部比较压力,0.6594
高压环境下的自动化思维,内在认知偏差,0.6472
高压环境下的自动化思维,职场与校园文化规训,0.5660
高压环境下的自动化思维,同辈压力驱动的休息不适,0.6413
高压环境下的自动化思维,好胜性格引发的自我苛责,0.5934
高压环境下的自动化思维,技术加速带来的紧迫感,0.6044
高压环境下的自动化思维,对未来不确定性的焦虑,0.5420
高压环境下的自动化思维,生存与生活压力的内化,0.5980
高压环境下的自动化思维,他人评价的过度关注,0.6535
高压环境下的自动化思维,幸福观的绩效化倾向,0.5249
高压环境下的自动化思维,多源压力驱动的应然自我期待,0.6717
高压环境下的自动化思维,自我设定目标未达成引发的内疚,0.5748
高压环境下的自动化思维,代际劳动榜样内化,0.5676
高压环境下的自动化思维,社会推崇进取文化,0.6203
高压环境下的自动化思维,个人要强性格,0.5370
高压环境下的自动化思维,高自我要求与完美主义倾向,0.6581
高压环境下的自动化思维,时间经济化观念,0.5248
高压环境下的自动化思维,勤劳美德内化,0.5653
高压环境下的自动化思维,制度性过劳常态化,0.6074
高压环境下的自动化思维,社会成功话语对休息的污名化,0.4864
高压环境下的自动化思维,教育环境强调持续学习,0.6259
高压环境下的自动化思维,社会内卷氛围压力,0.6380
高压环境下的自动化思维,高压环境下的休息无效感,0.7360
高压环境下的自动化思维,同辈竞争引发的休息愧疚,0.6003
高压环境下的自动化思维,就业压力,0.6234
高压环境下的自动化思维,时间管理失当,0.5780
高压环境下的自动化思维,广泛性焦虑倾向,0.5691
高压环境下的自动化思维,内卷环境引发的竞争压力,0.6626
高压环境下的自动化思维,就业市场焦虑,0.5949
高压环境下的自动化思维,休息等同于生命浪费,0.5157
高压环境下的自动化思维,对未完成任务的恐惧,0.5550
高压环境下的自动化思维,对目标的矛盾心理,0.6425
高压环境下的自动化思维,未完成任务的压力,0.6397
高压环境下的自动化思维,群体学习氛围的压迫感,0.7239
高压环境下的自动化思维,就业前景焦虑,0.6055
高压环境下的自动化思维,前途不确定性忧虑,0.5716
高压环境下的自动化思维,家长期望负担,0.5654
高压环境下的自动化思维,他人审视恐惧,0.5577
高压环境下的自动化思维,内在成就驱力,0.5523
高压环境下的自动化思维,未遵循个人休息计划,0.5375
高压环境下的自动化思维,资源稀缺引发的生存焦虑,0.5781
高压环境下的自动化思维,感知他人努力压力,0.6597
高压环境下的自动化思维,自我高标准要求,0.6312
高压环境下的自动化思维,不切实际的任务目标,0.5489
高压环境下的自动化思维,高强度学业竞争感知,0.6952
高压环境下的自动化思维,自我设定的高成就标准,0.6240
高压环境下的自动化思维,对未来后果的灾难化预期,0.5451
高压环境下的自动化思维,时间紧迫感,0.5738
高压环境下的自动化思维,内在自我驱策,0.6135
高压环境下的自动化思维,任务完成不确定性,0.5786
高压环境下的自动化思维,竞争性社会环境压力,0.7074
高压环境下的自动化思维,权威人物的价值观内化,0.6201
高压环境下的自动化思维,努力与疲惫的内在冲突,0.5605
高压环境下的自动化思维,社会整体奋进氛围的压力,0.6645
高压环境下的自动化思维,外部高期望的内化,0.7077
高压环境下的自动化思维,未来不确定性驱动的过度准备,0.5876
高压环境下的自动化思维,多重压力叠加,0.6255
高压环境下的自动化思维,竞争压力感知,0.6307
高压环境下的自动化思维,应试教育内化的竞争焦虑,0.6311
高压环境下的自动化思维,就业压力驱动的群体比较,0.5906
高压环境下的自动化思维,经济独立紧迫感,0.5585
高压环境下的自动化思维,同辈学业成就压力,0.6358
高压环境下的自动化思维,教育灌输的效率至上观念,0.6376
高压环境下的自动化思维,现实压力驱动的自我规训,0.6983
高压环境下的自动化思维,自我定位模糊,0.6263
高压环境下的自动化思维,就业导向的教育压力,0.6055
高压环境下的自动化思维,被动卷入竞争环境,0.5688
高压环境下的自动化思维,同伴成就引发的自我贬抑,0.6002
高压环境下的自动化思维,高学业成就期待,0.6461
高压环境下的自动化思维,未完成重要事务的自我责备,0.5727
高压环境下的自动化思维,观察他人努力引发的相对懈怠感,0.6421
高压环境下的自动化思维,竞争性评价体系压力,0.5412
高压环境下的自动化思维,争强好胜的个性倾向,0.6620
高压环境下的自动化思维,竞争劣势引发的焦虑投射,0.5924
高压环境下的自动化思维,过度关注外部评价,0.6699
高压环境下的自动化思维,学业进度压力,0.6525
高压环境下的自动化思维,同伴内卷氛围引发的归因偏差,0.5878
高压环境下的自动化思维,他人成就压力,0.6549
高压环境下的自动化思维,思维反刍倾向,0.6812
高压环境下的自动化思维,社会竞争环境强化,0.6284
高压环境下的自动化思维,内在价值冲突,0.6164
高压环境下的自动化思维,同辈竞争压力加剧,0.6544
高压环境下的自动化思维,同伴学习行为引发的焦虑,0.6191
高压环境下的自动化思维,成功焦虑驱动的自我监控,0.5847
高压环境下的自动化思维,生存压力加剧,0.5717
高压环境下的自动化思维,休闲活动的时间消耗感,0.4789
高压环境下的自动化思维,社会竞争氛围内化,0.6262
高压环境下的自动化思维,填鸭式教育经历,0.6518
高压环境下的自动化思维,社会比较压力,0.6673
高压环境下的自动化思维,效率至上价值观,0.5189
高压环境下的自动化思维,对落后于他人的担忧,0.6254
高压环境下的自动化思维,自我价值绑定于持续产出,0.5359
高压环境下的自动化思维,自我施加的完美主义倾向,0.6433
高压环境下的自动化思维,同辈竞争性参照,0.5750
高压环境下的自动化思维,自我提升的迫切需求,0.6386
高压环境下的自动化思维,同伴行为带来的隐性压力,0.6365
高压环境下的自动化思维,家庭成就期待压力,0.5756
高压环境下的自动化思维,成就导向驱动的自我要求,0.6020
高压环境下的自动化思维,内卷环境下的行为惯性,0.6551
高压环境下的自动化思维,工作压力引发的休息冲突,0.6189
高压环境下的自动化思维,学业成绩导向的教育氛围,0.6723
高压环境下的自动化思维,内卷环境与休息渴望的冲突,0.5770
高压环境下的自动化思维,群体性内卷压力,0.6442
高压环境下的自动化思维,担忧被他人超越,0.6104
高压环境下的自动化思维,卷躺两难困境,0.4831
高压环境下的自动化思维,能力与期望不匹配,0.5869
高压环境下的自动化思维,自我行为不一致引发的内疚,0.5945
高压环境下的自动化思维,未完成应尽责任引发的自我谴责,0.5534
高压环境下的自动化思维,他人成就引发的不利自我对照,0.5822
高压环境下的自动化思维,学业压力驱动的休息否定,0.6671
高压环境下的自动化思维,竞争环境下的休息污名化,0.5576
高压环境下的自动化思维,功利主义价值观对休息的贬低,0.4718
高压环境下的自动化思维,同辈行为参照引发的自我审视,0.5874
高压环境下的自动化思维,休息价值感缺失,0.5670
高压环境下的自动化思维,成绩导向的社会评价,0.5633
高压环境下的自动化思维,内外压力叠加,0.6553
高压环境下的自动化思维,早期高压教育灌输,0.7595
高压环境下的自动化思维,同辈竞争驱动的自我压榨,0.6267
高压环境下的自动化思维,对成绩与生活的焦虑,0.6006
高压环境下的自动化思维,社会竞争压力内化,0.6841
高压环境下的自动化思维,应试教育惯性,0.6352
高压环境下的自动化思维,恐惧被他人超越,0.6094
高压环境下的自动化思维,遵从努力型社会规范的压力,0.6076
高压环境下的自动化思维,目标模糊引发的自我苛责,0.5894
高压环境下的自动化思维,优绩主义文化压力,0.6083
高压环境下的自动化思维,传统家庭教育规训,0.6057
高压环境下的自动化思维,社会大众心理氛围,0.6181
高压环境下的自动化思维,同辈竞争焦虑,0.6112
高压环境下的自动化思维,社会功利文化压力,0.5940
高压环境下的自动化思维,自我价值绑定于生产力,0.5795
高压环境下的自动化思维,错失恐惧驱动,0.5811
高压环境下的自动化思维,学习效率低下引发的自我责备,0.7065
高压环境下的自动化思维,重要他人高期待压力,0.5879
高压环境下的自动化思维,亲密关系中的能力落差感,0.5187
高压环境下的自动化思维,教育环境内卷氛围,0.6537
高压环境下的自动化思维,未来方向不确定性,0.6033
高压环境下的自动化思维,环境竞争压力,0.6710
高压环境下的自动化思维,情绪调节困难,0.5695
高压环境下的自动化思维,社会对高效产出的推崇,0.6097
高压环境下的自动化思维,忙碌脱离不适感,0.5899
高压环境下的自动化思维,未来方向不明引发的休息焦虑,0.5482
高压环境下的自动化思维,自我努力不足感,0.5620
高压环境下的自动化思维,过度焦虑倾向,0.6193
高压环境下的自动化思维,他人比较引发的心理失衡,0.5836
高压环境下的自动化思维,忙碌即价值的社会观念,0.5401
高压环境下的自动化思维,害怕落后的焦虑,0.5910
高压环境下的自动化思维,对休息即浪费时间的自我苛责,0.5707
高压环境下的自动化思维,教育环境传递的功利价值观,0.5689
高压环境下的自动化思维,勤奋崇拜文化,0.5691
高压环境下的自动化思维,同辈努力感知压力,0.6974
高压环境下的自动化思维,竞争性社会氛围感知,0.6384
高压环境下的自动化思维,多重结构性压力叠加,0.6842
高压环境下的自动化思维,就业竞争压力,0.6515
高压环境下的自动化思维,应试教育导向下的时间紧迫感,0.6076
高压环境下的自动化思维,高竞争环境下的不敢松懈心理,0.6890
高压环境下的自动化思维,表面努力的压力,0.5977
社会结构驱动的内卷压力,过高的自我要求,0.5445
社会结构驱动的内卷压力,环境压力过大,0.6632
社会结构驱动的内卷压力,成就导向的自我价值绑定,0.5621
社会结构驱动的内卷压力,外部认可依赖,0.6299
社会结构驱动的内卷压力,未达自我努力标准,0.5419
社会结构驱动的内卷压力,焦虑敏感的个体特质,0.5158
社会结构驱动的内卷压力,高压竞争的社会环境,0.7379
社会结构驱动的内卷压力,应试教育塑造的行为惯性,0.5836
社会结构驱动的内卷压力,过高自我目标设定,0.5196
社会结构驱动的内卷压力,自我效能感不足,0.5320
社会结构驱动的内卷压力,过度关注他人状态,0.5852
社会结构驱动的内卷压力,自我敏感性过高,0.4976
社会结构驱动的内卷压力,未来目标模糊,0.5313
社会结构驱动的内卷压力,奋斗文化内化,0.6701
社会结构驱动的内卷压力,奋斗价值观的文化传承,0.5823
社会结构驱动的内卷压力,群体压力氛围,0.6846
社会结构驱动的内卷压力,自我效能怀疑,0.4851
社会结构驱动的内卷压力,社会生活节奏压迫感,0.7035
社会结构驱动的内卷压力,高自我学业标准,0.5269
社会结构驱动的内卷压力,升学目标驱动压力,0.6818
社会结构驱动的内卷压力,学业压力内化,0.6869
社会结构驱动的内卷压力,休息引发焦虑反应,0.5295
社会结构驱动的内卷压力,早期价值观内化,0.6000
社会结构驱动的内卷压力,同辈压力驱动的自我监控,0.7034
社会结构驱动的内卷压力,理想自我与现实行为的落差,0.5563
社会结构驱动的内卷压力,自动化负面思维模式,0.5523
社会结构驱动的内卷压力,社会攀比压力,0.7358
社会结构驱动的内卷压力,弥漫性焦虑氛围,0.5443
社会结构驱动的内卷压力,亲密关系中的价值评判,0.5139
社会结构驱动的内卷压力,家庭权威的期望压力,0.5973
社会结构驱动的内卷压力,教育者传递的绩效焦虑,0.5329
社会结构驱动的内卷压力,高压教养模式,0.5680
社会结构驱动的内卷压力,成就导向型人格特质,0.5506
社会结构驱动的内卷压力,目标紧迫性感知,0.5624
